plug_label,colony_id,treatment,bleach_treat,symbiont_treat,bleach_bath,tank,position,treat_tank,full,y,x,coord_plot
236,B,C,C,C,D,1,37,C_1,C_1_37,7,1,"7, 1"
1093,F,C,C,C,D,1,39,C_1,C_1_39,7,5,"7, 5"
889,E,C,C,C,D,1,14,C_1,C_1_14,3,3,"3, 3"
1090,F,C,C,C,D,1,8,C_1,C_1_8,2,4,"2, 4"
771,D,C,C,C,D,1,9,C_1,C_1_9,2,6,"2, 6"
1070,F,C,C,C,D,2,42,C_2,C_2_42,7,11,"7, 11"
966,E,C,C,C,D,2,31,C_2,C_2_31,6,2,"6, 2"
777,D,C,C,C,D,2,29,C_2,C_2_29,5,9,"5, 9"
408,C,C,C,C,D,2,17,C_2,C_2_17,3,9,"3, 9"
965,E,C,C,C,D,2,18,C_2,C_2_18,3,11,"3, 11"
487,C,C,C,C,D,2,11,C_2,C_2_11,2,10,"2, 10"
131,A,C,C,C,D,2,4,C_2,C_2_4,1,7,"1, 7"
461,C,C,C,C,D,2,5,C_2,C_2_5,1,9,"1, 9"
598,D,C,C,C,D,3,38,C_3,C_3_38,7,3,"7, 3"
296,B,C,C,C,D,3,35,C_3,C_3_35,6,10,"6, 10"
310,B,C,C,C,D,3,26,C_3,C_3_26,5,3,"5, 3"
354,C,C,C,C,D,3,22,C_3,C_3_22,4,8,"4, 8"
110,A,C,C,C,D,3,2,C_3,C_3_2,1,3,"1, 3"
165,A,L_RIC,Low,RIC,A,1,32,L_RIC_1,L_RIC_1_32,6,4,"6, 4"
62,A,L_RIC,Low,RIC,A,1,36,L_RIC_1,L_RIC_1_36,6,12,"6, 12"
353,C,L_RIC,Low,RIC,A,1,27,L_RIC_1,L_RIC_1_27,5,5,"5, 5"
1065,F,L_RIC,Low,RIC,A,1,30,L_RIC_1,L_RIC_1_30,5,11,"5, 11"
716,D,L_RIC,Low,RIC,A,1,17,L_RIC_1,L_RIC_1_17,3,9,"3, 9"
642,D,L_RIC,Low,RIC,B,2,31,L_RIC_2,L_RIC_2_31,6,2,"6, 2"
814,D,L_RIC,Low,RIC,B,2,32,L_RIC_2,L_RIC_2_32,6,4,"6, 4"
145,A,L_RIC,Low,RIC,B,2,33,L_RIC_2,L_RIC_2_33,6,6,"6, 6"
267,B,L_RIC,Low,RIC,B,2,34,L_RIC_2,L_RIC_2_34,6,8,"6, 8"
1012,F,L_RIC,Low,RIC,B,2,27,L_RIC_2,L_RIC_2_27,5,5,"5, 5"
300,B,L_RIC,Low,RIC,B,2,29,L_RIC_2,L_RIC_2_29,5,9,"5, 9"
888,E,L_RIC,Low,RIC,B,2,22,L_RIC_2,L_RIC_2_22,4,8,"4, 8"
977,E,L_RIC,Low,RIC,B,2,10,L_RIC_2,L_RIC_2_10,2,8,"2, 8"
445,C,L_RIC,Low,RIC,B,2,5,L_RIC_2,L_RIC_2_5,1,9,"1, 9"
982,E,L_RIC,Low,RIC,C,3,34,L_RIC_3,L_RIC_3_34,6,8,"6, 8"
525,C,L_RIC,Low,RIC,C,3,19,L_RIC_3,L_RIC_3_19,4,2,"4, 2"
1011,F,L_RIC,Low,RIC,C,3,24,L_RIC_3,L_RIC_3_24,4,12,"4, 12"
263,B,L_RIC,Low,RIC,C,3,10,L_RIC_3,L_RIC_3_10,2,8,"2, 8"
216,B,L_SD,Low,SD,A,1,31,L_SD_1,L_SD_1_31,6,2,"6, 2"
39,A,L_SD,Low,SD,A,1,17,L_SD_1,L_SD_1_17,3,9,"3, 9"
217,B,L_SD,Low,SD,A,1,18,L_SD_1,L_SD_1_18,3,11,"3, 11"
1058,F,L_SD,Low,SD,B,2,36,L_SD_2,L_SD_2_36,6,12,"6, 12"
885,E,L_SD,Low,SD,B,2,26,L_SD_2,L_SD_2_26,5,3,"5, 3"
659,D,L_SD,Low,SD,B,2,29,L_SD_2,L_SD_2_29,5,9,"5, 9"
785,D,L_SD,Low,SD,B,2,18,L_SD_2,L_SD_2_18,3,11,"3, 11"
736,D,L_SD,Low,SD,B,2,11,L_SD_2,L_SD_2_11,2,10,"2, 10"
961,E,L_SD,Low,SD,B,2,12,L_SD_2,L_SD_2_12,2,12,"2, 12"
432,C,L_SD,Low,SD,C,3,37,L_SD_3,L_SD_3_37,7,1,"7, 1"
1219,F,L_SD,Low,SD,C,3,41,L_SD_3,L_SD_3_41,7,9,"7, 9"
192,B,L_SD,Low,SD,C,3,33,L_SD_3,L_SD_3_33,6,6,"6, 6"
50,A,L_SD,Low,SD,C,3,26,L_SD_3,L_SD_3_26,5,3,"5, 3"
40,A,L_SD,Low,SD,C,3,19,L_SD_3,L_SD_3_19,4,2,"4, 2"
850,E,L_SD,Low,SD,C,3,16,L_SD_3,L_SD_3_16,3,7,"3, 7"
342,C,L_SD,Low,SD,C,3,17,L_SD_3,L_SD_3_17,3,9,"3, 9"
589,C,L_SD,Low,SD,C,3,18,L_SD_3,L_SD_3_18,3,11,"3, 11"
1174,F,L_SD,Low,SD,C,3,7,L_SD_3,L_SD_3_7,2,2,"2, 2"
287,B,L_SS8,Low,SS8,A,1,38,L_SS8_1,L_SS8_1_38,7,3,"7, 3"
854,E,L_SS8,Low,SS8,A,1,42,L_SS8_1,L_SS8_1_42,7,11,"7, 11"
998,F,L_SS8,Low,SS8,A,1,34,L_SS8_1,L_SS8_1_34,6,8,"6, 8"
624,D,L_SS8,Low,SS8,A,1,35,L_SS8_1,L_SS8_1_35,6,10,"6, 10"
1161,F,L_SS8,Low,SS8,A,1,26,L_SS8_1,L_SS8_1_26,5,3,"5, 3"
270,B,L_SS8,Low,SS8,A,1,27,L_SS8_1,L_SS8_1_27,5,5,"5, 5"
1189,F,L_SS8,Low,SS8,A,1,19,L_SS8_1,L_SS8_1_19,4,2,"4, 2"
43,A,L_SS8,Low,SS8,A,1,13,L_SS8_1,L_SS8_1_13,3,1,"3, 1"
68,A,L_SS8,Low,SS8,A,1,8,L_SS8_1,L_SS8_1_8,2,4,"2, 4"
361,C,L_SS8,Low,SS8,B,2,42,L_SS8_2,L_SS8_2_42,7,11,"7, 11"
510,C,L_SS8,Low,SS8,B,2,25,L_SS8_2,L_SS8_2_25,5,1,"5, 1"
545,C,L_SS8,Low,SS8,B,2,2,L_SS8_2,L_SS8_2_2,1,3,"1, 3"
953,E,L_SS8,Low,SS8,C,3,26,L_SS8_3,L_SS8_3_26,5,3,"5, 3"
984,E,L_SS8,Low,SS8,C,3,22,L_SS8_3,L_SS8_3_22,4,8,"4, 8"
89,A,L_SS8,Low,SS8,C,3,18,L_SS8_3,L_SS8_3_18,3,11,"3, 11"
792,D,L_SS8,Low,SS8,C,3,7,L_SS8_3,L_SS8_3_7,2,2,"2, 2"
302,B,L_SS8,Low,SS8,C,3,10,L_SS8_3,L_SS8_3_10,2,8,"2, 8"
818,D,L_SS8,Low,SS8,C,3,2,L_SS8_3,L_SS8_3_2,1,3,"1, 3"
687,D,M_RIC,Medium,RIC,A,1,40,M_RIC_1,M_RIC_1_40,7,7,"7, 7"
283,B,M_RIC,Medium,RIC,A,1,31,M_RIC_1,M_RIC_1_31,6,2,"6, 2"
130,A,M_RIC,Medium,RIC,A,1,34,M_RIC_1,M_RIC_1_34,6,8,"6, 8"
286,B,M_RIC,Medium,RIC,A,1,19,M_RIC_1,M_RIC_1_19,4,2,"4, 2"
34,A,M_RIC,Medium,RIC,A,1,23,M_RIC_1,M_RIC_1_23,4,10,"4, 10"
1025,F,M_RIC,Medium,RIC,A,1,17,M_RIC_1,M_RIC_1_17,3,9,"3, 9"
369,C,M_RIC,Medium,RIC,A,1,9,M_RIC_1,M_RIC_1_9,2,6,"2, 6"
660,D,M_RIC,Medium,RIC,A,1,11,M_RIC_1,M_RIC_1_11,2,10,"2, 10"
1118,F,M_RIC,Medium,RIC,A,1,5,M_RIC_1,M_RIC_1_5,1,9,"1, 9"
1200,F,M_RIC,Medium,RIC,B,2,34,M_RIC_2,M_RIC_2_34,6,8,"6, 8"
585,C,M_RIC,Medium,RIC,B,2,27,M_RIC_2,M_RIC_2_27,5,5,"5, 5"
880,E,M_RIC,Medium,RIC,B,2,30,M_RIC_2,M_RIC_2_30,5,11,"5, 11"
259,B,M_RIC,Medium,RIC,B,2,6,M_RIC_2,M_RIC_2_6,1,11,"1, 11"
372,C,M_RIC,Medium,RIC,C,3,39,M_RIC_3,M_RIC_3_39,7,5,"7, 5"
838,E,M_RIC,Medium,RIC,C,3,41,M_RIC_3,M_RIC_3_41,7,9,"7, 9"
60,A,M_RIC,Medium,RIC,C,3,18,M_RIC_3,M_RIC_3_18,3,11,"3, 11"
786,D,M_RIC,Medium,RIC,C,3,8,M_RIC_3,M_RIC_3_8,2,4,"2, 4"
918,E,M_RIC,Medium,RIC,C,3,6,M_RIC_3,M_RIC_3_6,1,11,"1, 11"
375,C,M_SD,Medium,SD,A,1,33,M_SD_1,M_SD_1_33,6,6,"6, 6"
136,A,M_SD,Medium,SD,A,1,19,M_SD_1,M_SD_1_19,4,2,"4, 2"
871,E,M_SD,Medium,SD,A,1,16,M_SD_1,M_SD_1_16,3,7,"3, 7"
126,A,M_SD,Medium,SD,B,2,40,M_SD_2,M_SD_2_40,7,7,"7, 7"
516,C,M_SD,Medium,SD,B,2,41,M_SD_2,M_SD_2_41,7,9,"7, 9"
1120,F,M_SD,Medium,SD,B,2,36,M_SD_2,M_SD_2_36,6,12,"6, 12"
978,E,M_SD,Medium,SD,B,2,27,M_SD_2,M_SD_2_27,5,5,"5, 5"
1197,F,M_SD,Medium,SD,B,2,24,M_SD_2,M_SD_2_24,4,12,"4, 12"
109,A,M_SD,Medium,SD,B,2,15,M_SD_2,M_SD_2_15,3,5,"3, 5"
311,B,M_SD,Medium,SD,B,2,1,M_SD_2,M_SD_2_1,1,1,"1, 1"
900,E,M_SD,Medium,SD,B,2,4,M_SD_2,M_SD_2_4,1,7,"1, 7"
258,B,M_SD,Medium,SD,C,3,32,M_SD_3,M_SD_3_32,6,4,"6, 4"
807,D,M_SD,Medium,SD,C,3,27,M_SD_3,M_SD_3_27,5,5,"5, 5"
721,D,M_SD,Medium,SD,C,3,21,M_SD_3,M_SD_3_21,4,6,"4, 6"
439,C,M_SD,Medium,SD,C,3,24,M_SD_3,M_SD_3_24,4,12,"4, 12"
304,B,M_SD,Medium,SD,C,3,8,M_SD_3,M_SD_3_8,2,4,"2, 4"
685,D,M_SD,Medium,SD,C,3,10,M_SD_3,M_SD_3_10,2,8,"2, 8"
1032,F,M_SD,Medium,SD,C,3,5,M_SD_3,M_SD_3_5,1,9,"1, 9"
934,E,M_SS8,Medium,SS8,A,1,41,M_SS8_1,M_SS8_1_41,7,9,"7, 9"
637,D,M_SS8,Medium,SS8,A,1,35,M_SS8_1,M_SS8_1_35,6,10,"6, 10"
436,C,M_SS8,Medium,SS8,A,1,28,M_SS8_1,M_SS8_1_28,5,7,"5, 7"
250,B,M_SS8,Medium,SS8,A,1,21,M_SS8_1,M_SS8_1_21,4,6,"4, 6"
518,C,M_SS8,Medium,SS8,A,1,22,M_SS8_1,M_SS8_1_22,4,8,"4, 8"
701,D,M_SS8,Medium,SS8,A,1,24,M_SS8_1,M_SS8_1_24,4,12,"4, 12"
282,B,M_SS8,Medium,SS8,A,1,13,M_SS8_1,M_SS8_1_13,3,1,"3, 1"
1215,F,M_SS8,Medium,SS8,A,1,10,M_SS8_1,M_SS8_1_10,2,8,"2, 8"
231,B,M_SS8,Medium,SS8,A,1,1,M_SS8_1,M_SS8_1_1,1,1,"1, 1"
57,A,M_SS8,Medium,SS8,A,1,3,M_SS8_1,M_SS8_1_3,1,5,"1, 5"
1165,F,M_SS8,Medium,SS8,B,2,33,M_SS8_2,M_SS8_2_33,6,6,"6, 6"
831,E,M_SS8,Medium,SS8,B,2,34,M_SS8_2,M_SS8_2_34,6,8,"6, 8"
793,D,M_SS8,Medium,SS8,B,2,8,M_SS8_2,M_SS8_2_8,2,4,"2, 4"
486,C,M_SS8,Medium,SS8,B,2,6,M_SS8_2,M_SS8_2_6,1,11,"1, 11"
142,A,M_SS8,Medium,SS8,C,3,39,M_SS8_3,M_SS8_3_39,7,5,"7, 5"
1181,F,M_SS8,Medium,SS8,C,3,34,M_SS8_3,M_SS8_3_34,6,8,"6, 8"
895,E,M_SS8,Medium,SS8,C,3,35,M_SS8_3,M_SS8_3_35,6,10,"6, 10"
84,A,M_SS8,Medium,SS8,C,3,28,M_SS8_3,M_SS8_3_28,5,7,"5, 7"
1059,F,S_RIC,Severe,RIC,A,1,40,S_RIC_1,S_RIC_1_40,7,7,"7, 7"
1179,F,S_RIC,Severe,RIC,A,1,34,S_RIC_1,S_RIC_1_34,6,8,"6, 8"
455,C,S_RIC,Severe,RIC,A,1,35,S_RIC_1,S_RIC_1_35,6,10,"6, 10"
959,E,S_RIC,Severe,RIC,A,1,28,S_RIC_1,S_RIC_1_28,5,7,"5, 7"
444,C,S_RIC,Severe,RIC,A,1,29,S_RIC_1,S_RIC_1_29,5,9,"5, 9"
1095,F,S_RIC,Severe,RIC,A,1,2,S_RIC_1,S_RIC_1_2,1,3,"1, 3"
265,B,S_RIC,Severe,RIC,A,1,3,S_RIC_1,S_RIC_1_3,1,5,"1, 5"
261,B,S_RIC,Severe,RIC,B,2,28,S_RIC_2,S_RIC_2_28,5,7,"5, 7"
175,A,S_RIC,Severe,RIC,B,2,10,S_RIC_2,S_RIC_2_10,2,8,"2, 8"
266,B,S_RIC,Severe,RIC,B,2,6,S_RIC_2,S_RIC_2_6,1,11,"1, 11"
747,D,S_RIC,Severe,RIC,C,3,39,S_RIC_3,S_RIC_3_39,7,5,"7, 5"
99,A,S_RIC,Severe,RIC,C,3,40,S_RIC_3,S_RIC_3_40,7,7,"7, 7"
842,E,S_RIC,Severe,RIC,C,3,41,S_RIC_3,S_RIC_3_41,7,9,"7, 9"
404,C,S_RIC,Severe,RIC,C,3,28,S_RIC_3,S_RIC_3_28,5,7,"5, 7"
724,D,S_RIC,Severe,RIC,C,3,15,S_RIC_3,S_RIC_3_15,3,5,"3, 5"
758,D,S_RIC,Severe,RIC,C,3,8,S_RIC_3,S_RIC_3_8,2,4,"2, 4"
860,E,S_RIC,Severe,RIC,C,3,2,S_RIC_3,S_RIC_3_2,1,3,"1, 3"
81,A,S_RIC,Severe,RIC,C,3,5,S_RIC_3,S_RIC_3_5,1,9,"1, 9"
13,A,S_SD,Severe,SD,A,1,41,S_SD_1,S_SD_1_41,7,9,"7, 9"
668,D,S_SD,Severe,SD,A,1,35,S_SD_1,S_SD_1_35,6,10,"6, 10"
226,B,S_SD,Severe,SD,A,1,26,S_SD_1,S_SD_1_26,5,3,"5, 3"
1037,F,S_SD,Severe,SD,A,1,29,S_SD_1,S_SD_1_29,5,9,"5, 9"
164,A,S_SD,Severe,SD,A,1,23,S_SD_1,S_SD_1_23,4,10,"4, 10"
220,B,S_SD,Severe,SD,A,1,12,S_SD_1,S_SD_1_12,2,12,"2, 12"
840,E,S_SD,Severe,SD,A,1,1,S_SD_1,S_SD_1_1,1,1,"1, 1"
1214,F,S_SD,Severe,SD,B,2,37,S_SD_2,S_SD_2_37,7,1,"7, 1"
530,C,S_SD,Severe,SD,B,2,39,S_SD_2,S_SD_2_39,7,5,"7, 5"
557,C,S_SD,Severe,SD,B,2,42,S_SD_2,S_SD_2_42,7,11,"7, 11"
368,C,S_SD,Severe,SD,B,2,25,S_SD_2,S_SD_2_25,5,1,"5, 1"
723,D,S_SD,Severe,SD,B,2,19,S_SD_2,S_SD_2_19,4,2,"4, 2"
1044,F,S_SD,Severe,SD,B,2,2,S_SD_2,S_SD_2_2,1,3,"1, 3"
179,B,S_SD,Severe,SD,B,2,4,S_SD_2,S_SD_2_4,1,7,"1, 7"
20,A,S_SD,Severe,SD,C,3,16,S_SD_3,S_SD_3_16,3,7,"3, 7"
923,E,S_SD,Severe,SD,C,3,11,S_SD_3,S_SD_3_11,2,10,"2, 10"
783,D,S_SD,Severe,SD,C,3,1,S_SD_3,S_SD_3_1,1,1,"1, 1"
940,E,S_SD,Severe,SD,C,3,4,S_SD_3,S_SD_3_4,1,7,"1, 7"
852,E,S_SS8,Severe,SS8,A,1,38,S_SS8_1,S_SS8_1_38,7,3,"7, 3"
440,C,S_SS8,Severe,SS8,A,1,31,S_SS8_1,S_SS8_1_31,6,2,"6, 2"
666,D,S_SS8,Severe,SS8,A,1,26,S_SS8_1,S_SS8_1_26,5,3,"5, 3"
108,A,S_SS8,Severe,SS8,A,1,24,S_SS8_1,S_SS8_1_24,4,12,"4, 12"
909,E,S_SS8,Severe,SS8,A,1,18,S_SS8_1,S_SS8_1_18,3,11,"3, 11"
277,B,S_SS8,Severe,SS8,A,1,4,S_SS8_1,S_SS8_1_4,1,7,"1, 7"
1187,F,S_SS8,Severe,SS8,B,2,32,S_SS8_2,S_SS8_2_32,6,4,"6, 4"
112,A,S_SS8,Severe,SS8,B,2,33,S_SS8_2,S_SS8_2_33,6,6,"6, 6"
841,E,S_SS8,Severe,SS8,B,2,34,S_SS8_2,S_SS8_2_34,6,8,"6, 8"
714,D,S_SS8,Severe,SS8,B,2,35,S_SS8_2,S_SS8_2_35,6,10,"6, 10"
307,B,S_SS8,Severe,SS8,B,2,27,S_SS8_2,S_SS8_2_27,5,5,"5, 5"
127,A,S_SS8,Severe,SS8,B,2,14,S_SS8_2,S_SS8_2_14,3,3,"3, 3"
542,C,S_SS8,Severe,SS8,C,3,38,S_SS8_3,S_SS8_3_38,7,3,"7, 3"
374,C,S_SS8,Severe,SS8,C,3,39,S_SS8_3,S_SS8_3_39,7,5,"7, 5"
1184,F,S_SS8,Severe,SS8,C,3,40,S_SS8_3,S_SS8_3_40,7,7,"7, 7"
1114,F,S_SS8,Severe,SS8,C,3,31,S_SS8_3,S_SS8_3_31,6,2,"6, 2"
205,B,S_SS8,Severe,SS8,C,3,29,S_SS8_3,S_SS8_3_29,5,9,"5, 9"
781,D,S_SS8,Severe,SS8,C,3,16,S_SS8_3,S_SS8_3_16,3,7,"3, 7"